Incident Number,Date,Time,Address,Incident Type,Completed,Reviewed
0001496 - 000,4/5/19,6:39:44,1000 Hwy 80 ,322 - Vehicle accident with injuries,Yes,Yes
0001497 - 000,4/5/19,7:50:58,200 Springtown Way ,611 - Dispatched & cancelled en route,Yes,Yes
0001498 - 000,4/5/19,8:57:58,2600 Hunter Rd  # 4203 ,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes
0001499 - 000,4/5/19,9:52:34,1001 E McCarty Ln ,"740 - Unintentional transmission of alarm, other",Yes,Yes
0001500 - 000,4/5/19,9:56:32,201 Wisteria Way ,611 - Dispatched & cancelled en route,Yes,Yes
0001501 - 000,4/5/19,10:42:23,1006 Hackberry St ,"600 - Good intent call, other",Yes,Yes
0001502 - 000,4/5/19,10:52:26,4036 Cromwell Dr ,611E - EMS: Dispatched & cancelled en route,Yes,Yes
0001504 - 000,4/5/19,11:41:09,120 Bert Brown Rd ,611 - Dispatched & cancelled en route,Yes,Yes
0001505 - 000,4/5/19,11:51:17,300 W Hopkins St ,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes
0001507 - 000,4/5/19,13:58:00,200 SB ,552 - Police matter,Yes,Yes
0001508 - 000,4/5/19,15:25:47,701 Moore St  # C405 ,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes
0001509 - 000,4/5/19,15:40:59,On E San Antonio St  at CM Allen St,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes
0001510 - 000,4/5/19,16:04:35,E McCarty Ln ,324 - Motor vehicle accident with no injuries,Yes,Yes
0001511 - 000,4/5/19,17:04:20,1000 Hwy 80 ,324 - Motor vehicle accident with no injuries,Yes,Yes
0001512 - 000,4/5/19,17:44:49,120 Bert Brown Rd ,733 - Smoke detector activation due to malfunction,Yes,Yes
0001513 - 000,4/5/19,18:37:44,1354 Thorpe Ln  # BLDG  5 ,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes
0001514 - 000,4/5/19,19:49:14,201 SB ,553 - Public service,Yes,Yes
0001515 - 000,4/5/19,20:19:14,E Sessom Dr ,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes
0001516 - 000,4/5/19,21:28:18,Belvin St ,"600 - Good intent call, other",Yes,Yes
0001517 - 000,4/6/19,0:03:39,1354 Thorpe Ln  # BLDG 5 ,551 - Assist police or other governmental agency,Yes,Yes
0001518 - 000,4/6/19,1:47:28,126 S Guadalupe St ,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes
0001519 - 000,4/6/19,5:22:08,200 W Hopkins St ,552 - Police matter,Yes,Yes
0001521 - 000,4/6/19,10:54:45,Post Rd ,611 - Dispatched & cancelled en route,Yes,Yes
0001522 - 000,4/6/19,11:09:24,1900 Medical Pkwy ,671 - Hazmat release investigation w/ no hazmat,Yes,Yes
0001524 - 000,4/6/19,13:16:54,W Sessom Dr ,324 - Motor vehicle accident with no injuries,Yes,Yes
0001525 - 000,4/6/19,14:08:24,1201 Thorpe Ln  # 63 ,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes
0001526 - 000,4/6/19,14:58:18,3939 S IH 35  # 507 ,"445 - Arcing, shorted electrical equipment",Yes,Yes
0001527 - 000,4/6/19,15:06:19,409 N Edward Gary St ,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes
0001528 - 000,4/6/19,15:13:09,300 N Edward Gary St ,324 - Motor vehicle accident with no injuries,Yes,Yes
0001529 - 000,4/6/19,15:30:01,201 NB ,324 - Motor vehicle accident with no injuries,Yes,Yes
0001530 - 000,4/6/19,16:31:43,229 Wisteria Way ,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes
0001531 - 000,4/6/19,16:35:58,1004 N IH 35 ,324 - Motor vehicle accident with no injuries,Yes,Yes
0001532 - 000,4/6/19,17:32:30,110 Laredo St ,611 - Dispatched & cancelled en route,Yes,Yes
0001533 - 000,4/6/19,18:08:43,900 Hwy 80 ,611 - Dispatched & cancelled en route,Yes,Yes
0001534 - 000,4/6/19,18:15:30,1101 E River Ridge Pkwy  # 1112 ,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes
0001535 - 000,4/6/19,18:32:24,1901 N IH 35 ,324 - Motor vehicle accident with no injuries,Yes,Yes
0001536 - 000,4/6/19,18:41:13,520 Linda Dr  # 2107 ,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes
0001537 - 000,4/6/19,19:41:15,112 Jumping Laurel St ,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes
0001538 - 000,4/6/19,20:29:43,1534 W Hopkins St ,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes
0001539 - 000,4/6/19,20:45:00,625 E Hopkins St ,611 - Dispatched & cancelled en route,Yes,Yes
0001540 - 000,4/6/19,21:18:53,200 Durango St ,"440 - Electrical  wiring/equipment problem, other",Yes,Yes
0001541 - 000,4/6/19,21:36:23,307 Laredo St ,"440 - Electrical  wiring/equipment problem, other",Yes,Yes
0001542 - 000,4/6/19,22:03:20,1610 N IH 35  # 122 ,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes
0001543 - 000,4/6/19,23:04:57,222 W San Antonio St ,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes
0001544 - 000,4/7/19,0:41:48,120 Bert Brown Rd ,735 - Alarm system sounded due to malfunction,Yes,Yes
0001545 - 000,4/7/19,0:51:54,1720 Old Ranch Road 12  # 112 ,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes
0001546 - 000,4/7/19,0:57:55,2117 River Rd ,611 - Dispatched & cancelled en route,Yes,Yes
0001547 - 000,4/7/19,1:01:04,705 River Rd  # 701 ,611 - Dispatched & cancelled en route,Yes,Yes
0001548 - 000,4/7/19,2:36:24,210 N Edward Gary St ,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes
0001549 - 000,4/7/19,3:58:46,204 NB ,551 - Assist police or other governmental agency,Yes,Yes
0001550 - 000,4/7/19,4:50:01,616 N Lbj Dr  # 419 ,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes
0001551 - 000,4/7/19,7:06:47,Springtown Way ,622 - No incident found on arrival at dispatch address,Yes,Yes
0001552 - 000,4/7/19,7:25:43,201 SB ,324 - Motor vehicle accident with no injuries,Yes,Yes
0001553 - 000,4/7/19,8:38:28,1350 Sadler Dr  # 5308 ,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes
0001554 - 000,4/7/19,9:54:55,204 SB ,324 - Motor vehicle accident with no injuries,Yes,Yes
0001555 - 000,4/7/19,10:08:50,201 NB ,324 - Motor vehicle accident with no injuries,Yes,Yes
0001556 - 000,4/7/19,10:08:32,201 NB ,611 - Dispatched & cancelled en route,Yes,Yes
0001557 - 000,4/7/19,10:12:20,1350 Leah Ave ,"100 - Fire, other",Yes,Yes
0001558 - 000,4/7/19,10:52:55,204 SB ,324 - Motor vehicle accident with no injuries,Yes,Yes
0001559 - 000,4/7/19,11:10:47,118 N Bishop St ,611 - Dispatched & cancelled en route,Yes,Yes
0001560 - 000,4/7/19,11:30:54,727 W San Antonio St ,"311 - Medical assist, assist EMS crew",Yes,Yes
0001561 - 000,4/7/19,15:52:10,3939 S IH 35  # 125 ,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes
0001563 - 000,4/7/19,17:55:13,W San Antonio St ,"500 - Service Call, other",Yes,Yes
0001564 - 000,4/7/19,19:00:00,104 Reyes St ,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes
0001565 - 000,4/7/19,20:47:09,601 River Rd  # 307 ,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes
0001566 - 000,4/7/19,21:02:17,209 Porter St ,"311 - Medical assist, assist EMS crew",Yes,Yes
0001567 - 000,4/8/19,0:18:36,234 Brazoria Trl ,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes
0001568 - 000,4/8/19,3:43:40,1720 Old Ranch Road 12  # 121 ,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes
0001569 - 000,4/8/19,5:29:36,1401 Wonder World Dr  # 18 ,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes
0001570 - 000,4/8/19,8:42:51,4323 Trail Ridge Pass ,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes
0001571 - 000,4/8/19,8:43:33,On E Hopkins St  at N C M Allen P kwy,611 - Dispatched & cancelled en route,Yes,Yes
0001572 - 000,4/8/19,9:07:15,810 Perkins St ,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes
0001573 - 000,4/8/19,11:26:50,641 E Hopkins St  # Bldg 1 ,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes
0001574 - 000,4/8/19,12:53:50,2600 Hunter Rd  # 4203 ,381 - Rescue or EMS standby,Yes,Yes
0001575 - 000,4/8/19,12:57:42,198 SB ,324 - Motor vehicle accident with no injuries,Yes,Yes
0001576 - 000,4/8/19,13:02:52,206 NB ,551 - Assist police or other governmental agency,Yes,Yes
0001578 - 000,4/8/19,13:40:45,1224 Academy St ,322 - Vehicle accident with injuries,Yes,Yes
0001579 - 000,4/8/19,14:13:05,1508 Clyde St ,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes
0001580 - 000,4/8/19,15:20:31,712 Mountain View Dr ,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes
0001581 - 000,4/8/19,15:40:00,1401 E McCarty Ln  # 22SOUTH ,611 - Dispatched & cancelled en route,Yes,Yes
0001582 - 000,4/8/19,17:20:59,712 S Stagecoach Trl  # 1326 ,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes
0001583 - 000,4/8/19,17:26:11,1201 Thorpe Ln  # 155 ,611E - EMS: Dispatched & cancelled en route,Yes,Yes
0001585 - 000,4/8/19,19:47:09,1951 Aquarena Springs Dr  # PLOT ,552 - Police matter,Yes,Yes
0001586 - 000,4/8/19,19:54:50,503 Uhland Rd  # 109 ,611E - EMS: Dispatched & cancelled en route,Yes,Yes
0001587 - 000,4/8/19,20:06:32,100 E Norcrest Dr  # 132 ,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes
0001588 - 000,4/9/19,0:10:03,1101 E River Ridge Pkwy  # 324 ,522 - Water or steam leak,Yes,Yes
0001589 - 000,4/9/19,4:08:53,1800 Post Rd  # 1532 ,"311 - Medical assist, assist EMS crew",Yes,Yes
0001590 - 000,4/9/19,6:35:25,621 Stagecoach Trl ,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes
0001592 - 000,4/9/19,10:49:22,1015 Hwy 80 ,611 - Dispatched & cancelled en route,Yes,Yes
0001593 - 000,4/9/19,12:20:07,198 NB ,611 - Dispatched & cancelled en route,Yes,Yes
0001597 - 000,4/9/19,14:48:25,107 Wisteria Way ,671 - Hazmat release investigation w/ no hazmat,Yes,Yes
0001598 - 000,4/9/19,14:49:20,1210 S IH 35 ,611E - EMS: Dispatched & cancelled en route,Yes,Yes
0001599 - 000,4/9/19,15:20:43,500 N Edward Gary St ,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes
0001600 - 000,4/9/19,15:24:55,2000 Old Ranch Road 12 ,"651 - Smoke scare, odor of smoke",Yes,Yes
0001601 - 000,4/9/19,16:47:41,Broadway St ,131 - Passenger vehicle fire,Yes,Yes
0001602 - 000,4/9/19,17:27:33,1720 Old Ranch Road 12  # B120 ,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes
0001603 - 000,4/9/19,18:33:29,299 Bridlewood Dr ,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes
0001604 - 000,4/9/19,20:18:26,201 S Mitchell Ave  # 5 ,611E - EMS: Dispatched & cancelled en route,Yes,Yes
0001605 - 000,4/9/19,20:26:18,W San Antonio St ,324 - Motor vehicle accident with no injuries,Yes,Yes
0001606 - 000,4/9/19,23:32:40,139 Pinto Ln ,111R - Building fire - Residential,Yes,Yes
0001608 - 000,4/10/19,1:26:42,501 E Hopkins St ,735 - Alarm system sounded due to malfunction,Yes,Yes
0001609 - 000,4/10/19,2:17:46,214 University Dr ,611E - EMS: Dispatched & cancelled en route,Yes,Yes
0001610 - 000,4/10/19,7:34:47,1106 N IH 35 ,"745 - Alarm system sounded, no fire - unintentional",Yes,Yes
0001611 - 000,4/10/19,8:42:35,105 Pickard St  # 241 ,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes
0001612 - 000,4/10/19,10:38:18,1807 Airport Dr ,462 - Aircraft standby,Yes,Yes
0001613 - 000,4/10/19,12:21:34,345 Champions Blvd  # 316 ,611E - EMS: Dispatched & cancelled en route,Yes,Yes
0001615 - 000,4/10/19,12:35:53,210 SB ,622 - No incident found on arrival at dispatch address,Yes,Yes
0001616 - 000,4/10/19,13:49:55,200 W Hopkins St ,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes
0001617 - 000,4/10/19,14:14:05,Furman Ave ,911 - Citizen complaint,Yes,Yes
0001619 - 000,4/10/19,14:19:06,212 Nb35 Ih ,322 - Vehicle accident with injuries,Yes,Yes
0001621 - 000,4/10/19,15:18:35,1401 Wonder World Dr  # DINING ,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes
0001622 - 000,4/10/19,17:38:14,1400 Clarewood Dr  # 234 ,611E - EMS: Dispatched & cancelled en route,Yes,Yes
0001624 - 000,4/10/19,19:13:07,Hwy 123 ,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes
0001625 - 000,4/10/19,21:53:05,100 Warden Ln  # BLD B ,444 - Power line down,Yes,Yes
0001626 - 000,4/10/19,23:03:13,300 S Stagecoach Trl  # 1210 ,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes
0001627 - 000,4/11/19,3:35:38,1401 Wonder World Dr  # 27 ,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes
0001628 - 000,4/11/19,4:06:37,817 Chestnut St ,"745 - Alarm system sounded, no fire - unintentional",Yes,Yes
0001629 - 000,4/11/19,11:54:05,1921 Old Ranch Road 12 ,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes
0001630 - 000,4/11/19,12:34:09,203 SB ,611 - Dispatched & cancelled en route,Yes,Yes
0001631 - 000,4/11/19,14:13:09,200 SB ,143 - Grass fire,Yes,Yes
0001633 - 000,4/11/19,14:40:23,1502 S IH 35 ,611 - Dispatched & cancelled en route,Yes,Yes
0001635 - 000,4/11/19,15:40:13,921 Hwy 80  # PLOT ,611 - Dispatched & cancelled en route,Yes,Yes
0001636 - 000,4/11/19,15:42:35,1301 Aquarena Springs Dr  # 7104 ,"113 - Cooking fire, confined to container",Yes,Yes
0001637 - 000,4/11/19,15:54:44,200 Springtown Way  # B ,"745 - Alarm system sounded, no fire - unintentional",Yes,Yes
0001638 - 000,4/11/19,16:05:53,1351 Sadler Dr ,611 - Dispatched & cancelled en route,Yes,Yes
0001639 - 000,4/11/19,16:49:07,1610 N IH 35  # BLDG5 ,742 - Extinguishing system activation,Yes,Yes
0001640 - 000,4/11/19,18:18:56,1400 Clarewood Dr  # 234 ,611 - Dispatched & cancelled en route,Yes,Yes
0001641 - 000,4/11/19,21:07:51,135 Bridlewood Dr ,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes
0001642 - 000,4/11/19,23:24:32,141 E Hopkins St ,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes
0001643 - 000,4/11/19,23:48:12,205 NB ,611 - Dispatched & cancelled en route,Yes,Yes
0001644 - 000,4/12/19,0:10:43,417 N Comanche St ,"710 - Malicious, mischievous false call, other",Yes,Yes
0001645 - 000,4/12/19,0:36:26,214 Ellis St ,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes
0001646 - 000,4/12/19,3:57:08,On Centerpoint Rd  at W Access Rd ,611 - Dispatched & cancelled en route,Yes,Yes
0001647 - 000,4/12/19,6:04:39,120 Bert Brown Rd ,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes
0001648 - 000,4/12/19,6:11:32,900 Barnes Dr ,"743 - Smoke detector activation, no fire - unintentional",Yes,Yes
0001649 - 000,4/12/19,7:48:25,1437 Post Rd ,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes
0001650 - 000,4/12/19,8:25:28,W Hopkins St ,322 - Vehicle accident with injuries,Yes,Yes
0001651 - 000,4/12/19,9:02:39,Hwy 80 ,324 - Motor vehicle accident with no injuries,Yes,Yes
0001652 - 000,4/12/19,9:09:30,608 Bracewood Cir  # A ,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes
0001653 - 000,4/12/19,9:32:52,1290 Wonder World Dr  # 204 ,611 - Dispatched & cancelled en route,Yes,Yes
0001654 - 000,4/12/19,9:34:47,2301 N IH 35 ,611 - Dispatched & cancelled en route,Yes,Yes
0001657 - 000,4/12/19,16:47:06,204 NB ,324 - Motor vehicle accident with no injuries,Yes,Yes
0001658 - 000,4/12/19,17:32:54,155 Wonder World Dr ,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes
0001659 - 000,4/12/19,17:41:58,204 NB ,322 - Vehicle accident with injuries,Yes,Yes
0001660 - 000,4/12/19,17:43:04,802 N LBJ Dr ,511 - Lock-out,Yes,Yes
0001661 - 000,4/12/19,18:13:12,Walnut St ,322 - Vehicle accident with injuries,Yes,Yes
0001662 - 000,4/12/19,19:36:52,1800 Post Rd  # 723 ,"113 - Cooking fire, confined to container",Yes,Yes
0001664 - 000,4/12/19,19:45:42,205 NB ,324 - Motor vehicle accident with no injuries,Yes,Yes
0001665 - 000,4/12/19,20:03:33,2020 Nevada St ,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes
0001666 - 000,4/12/19,21:27:02,116 Travis St ,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes
0001667 - 000,4/12/19,23:14:41,1635 Aquarena Springs Dr  # 239 ,611 - Dispatched & cancelled en route,Yes,Yes
0001668 - 000,4/13/19,1:26:54,1720 Old Ranch Road 12  # 115 ,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes
0001669 - 000,4/13/19,8:36:18,118 N Bishop St ,"311 - Medical assist, assist EMS crew",Yes,Yes
0001670 - 000,4/13/19,9:00:07,205 EXIT 204A SB ,551 - Assist police or other governmental agency,Yes,Yes
0001671 - 000,4/13/19,10:49:55,350 North St ,735 - Alarm system sounded due to malfunction,Yes,Yes
0001672 - 000,4/13/19,11:39:59,1900 Aquarena Springs Dr ,322 - Vehicle accident with injuries,Yes,Yes
0001673 - 000,4/13/19,13:21:28,350 North St ,"730 - System malfunction, other",Yes,Yes
0001676 - 000,4/13/19,13:53:57,2400 S IH 35 ,324 - Motor vehicle accident with no injuries,Yes,Yes
0001677 - 000,4/13/19,16:01:17,204 NB ,324 - Motor vehicle accident with no injuries,Yes,Yes
0001679 - 000,4/13/19,16:28:10,300 S Stagecoach Trl  # 3109 ,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes
0001680 - 000,4/13/19,16:34:54,600 Barnes Dr  # 107 ,324 - Motor vehicle accident with no injuries,Yes,Yes
0001681 - 000,4/13/19,17:08:03,79 Elm Hill Ct ,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes
0001682 - 000,4/13/19,17:11:21,109 Eastwood Ln ,"730 - System malfunction, other",Yes,Yes
0001685 - 000,4/13/19,19:00:05,1013 Cheatham St ,611E - EMS: Dispatched & cancelled en route,Yes,Yes
0001686 - 000,4/13/19,19:15:45,Clarewood Dr ,324 - Motor vehicle accident with no injuries,Yes,Yes
0001687 - 000,4/13/19,19:53:41,620 Centre St ,444 - Power line down,Yes,Yes
0001689 - 000,4/13/19,21:35:31,Moore St ,324 - Motor vehicle accident with no injuries,Yes,Yes
0001690 - 000,4/13/19,22:44:39,201 SB ,611 - Dispatched & cancelled en route,Yes,Yes
0001691 - 000,4/13/19,23:52:47,1101 E River Ridge Pkwy  # 612 ,"651 - Smoke scare, odor of smoke",Yes,Yes
0001692 - 000,4/14/19,1:06:35,2 Timbercrest ,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes
0001693 - 000,4/14/19,1:23:36,300 S Stagecoach Trl  # LOBBY ,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes
0001694 - 000,4/14/19,1:56:56,121 Craddock Ave  # 1421 ,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes
0001695 - 000,4/14/19,2:02:02,1754 River Rd  # 122 ,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes
0001696 - 000,4/14/19,3:09:11,1905 River Rd ,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes
0001698 - 000,4/14/19,8:23:58,On E Hopkins St  at W Access Rd ,324 - Motor vehicle accident with no injuries,Yes,Yes
0001699 - 000,4/14/19,10:49:56,112 Lookout Ridge Lp ,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes
0001700 - 000,4/14/19,12:56:55,201 SB ,442 - Overheated motor,Yes,Yes
0001701 - 000,4/14/19,13:57:05,430 Moon St ,"311 - Medical assist, assist EMS crew",Yes,Yes
0001702 - 000,4/14/19,14:20:58,214 Ellis St ,"600 - Good intent call, other",Yes,Yes
0001703 - 000,4/14/19,15:18:09,2200 S Wonder World Dr ,324 - Motor vehicle accident with no injuries,Yes,Yes
0001704 - 000,4/14/19,16:05:08,2521 N IH 35 ,143 - Grass fire,Yes,Yes
0001705 - 000,4/14/19,16:21:28,640 Mill St  # B ,522 - Water or steam leak,Yes,Yes
0001706 - 000,4/14/19,21:20:41,1201 Hwy 80 ,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes
0001707 - 000,4/14/19,21:57:26,1525 Aquarena Springs Dr ,"311 - Medical assist, assist EMS crew",Yes,Yes
0001708 - 000,4/14/19,22:45:13,2117 River Rd ,611E - EMS: Dispatched & cancelled en route,Yes,Yes
0001709 - 000,4/15/19,2:26:03,828 Burleson St  # A ,611E - EMS: Dispatched & cancelled en route,Yes,Yes
0001710 - 000,4/15/19,4:29:58,700 N LBJ Dr ,412 - Gas leak (natural gas or LPG),Yes,Yes
0001711 - 000,4/15/19,7:45:04,1740 Old Ranch Road 12  # DOG P ,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes
0001712 - 000,4/15/19,8:21:54,199 SB ,611 - Dispatched & cancelled en route,Yes,Yes
0001713 - 000,4/15/19,9:06:53,722 Stagecoach Trl ,"140 - Natural vegetation fire, other",Yes,Yes
0001714 - 000,4/15/19,9:18:30,307 S LBJ Dr ,622 - No incident found on arrival at dispatch address,Yes,Yes
0001715 - 000,4/15/19,9:34:20,451 Barnes Dr ,611 - Dispatched & cancelled en route,Yes,Yes
0001716 - 000,4/15/19,13:07:03,1106 N IH 35  # 111B ,"311 - Medical assist, assist EMS crew",Yes,Yes
0001717 - 000,4/15/19,14:00:51,201 Patricia Dr ,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes
0001718 - 000,4/15/19,15:08:52,1401 Wonder World Dr  # DINNING ,554 - Assist invalid,Yes,Yes
0001719 - 000,4/15/19,15:36:35,400 Uhland Rd ,412 - Gas leak (natural gas or LPG),Yes,Yes
0001720 - 000,4/15/19,16:18:57,S Guadalupe St ,322 - Vehicle accident with injuries,Yes,Yes
0001721 - 000,4/15/19,19:35:32,2600 Hunter Rd  # 4111 ,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes
0001723 - 000,4/16/19,1:58:59,199 NB ,551 - Assist police or other governmental agency,Yes,Yes
0001724 - 000,4/16/19,2:55:37,1701 N IH 35  # 104 ,"311 - Medical assist, assist EMS crew",Yes,Yes
0001725 - 000,4/16/19,6:10:33,On Hwy 80  at E Access Rd ,324 - Motor vehicle accident with no injuries,Yes,Yes
