"","Incident_Nr","TimeReported","Activity","Disposition","Officer","Location"
"1362",200000003380,"1/17/2020  1:53:47 AM","Attempt to Locate","Unfounded","","207 SB"
"1363",200000003381,"1/17/2020  1:54:13 AM","Public Intoxication","No Report","Bennett, Caitlyn","100 N Guadalupe St"
"1364",200000003382,"1/17/2020  2:16:19 AM","Flagged Down","No Report","Anderson, Dillan","1354 Thorpe Ln"
"1365",200000003393,"1/17/2020  5:06:48 AM","Burglary - Vehicle","Report","Greenwood, Amy","1703 N IH 35"
"1366",200000003396,"1/17/2020  5:28:32 AM","Burglary - Habitation","No Report","Foster, Norman","403 Candlelight Ln"
"1367",200000003398,"1/17/2020  6:22:43 AM","Accident - Minor","No Report","Castillo, Daniel","1850 Aquarena Springs Dr"
"1368",200000003399,"1/17/2020  6:33:31 AM","Criminal Mischief","Report","Anderson, Dillan","1354 Thorpe Ln"
"1369",200000003400,"1/17/2020  7:20:07 AM","Directed/Area Enforcement","No Report","Harrison, Todd","1300 Girard Ave"
"1370",200000003401,"1/17/2020  7:23:29 AM","Investigation","No Report","Sembera, Jeremy","937 Hwy 80"
"1371",200000003402,"1/17/2020  7:27:40 AM","Directed/Area Enforcement","No Report","Beller, Paul","1805 Peter Garza St"
"1372",200000003404,"1/17/2020  7:30:07 AM","Directed/Area Enforcement","No Report","Castillo, Daniel","1400blk Post Rd"
"1373",200000003411,"1/17/2020  7:51:54 AM","Accident - Major/Injury","Report","Taylor, Michael","1437 N IH 35"
"1374",200000003413,"1/17/2020  8:04:38 AM","Welfare Concern","No Report","Castillo, Daniel","625 E Hopkins St"
"1375",200000003417,"1/17/2020  8:31:33 AM","Suicidal Person","No Report","Bender, Joyce","701 S LBJ Dr"
"1376",200000003418,"1/17/2020  8:35:31 AM","Accident - Minor","Report","Taylor, Michael","River Rd/RR Trestle"
"1377",200000003419,"1/17/2020  9:04:04 AM","Theft","Refer To COPR","Arredondo, Danny","105 Centerpoint Rd"
"1378",200000003420,"1/17/2020  9:30:10 AM","Viol City Ordinance","No Report","Harrison, Todd","W Grove St/Hull St"
"1379",200000003424,"1/17/2020  9:53:06 AM","Sexual Assault","Report","Arredondo, Danny","2300 S IH 35"
"1380",200000003426,"1/17/2020  10:06:04 AM","Attempt to Locate","No Report","Castillo, Daniel","202 NB"
"1381",200000003429,"1/17/2020  10:23:18 AM","Accident - Major/Injury","Report","Sembera, Jeremy","Hunter Rd/Stagecoach Trl"
"1382",200000003431,"1/17/2020  10:36:41 AM","Theft","Report","Ames, Garner","2300 S IH 35"
"1383",200000003437,"1/17/2020  11:07:32 AM","Disturbance - Phys/Fight","No Report","Duggins, Delton","2601 Rattler Rd"
"1384",200000003440,"1/17/2020  11:27:58 AM","Disturbance - Verbal","No Report","Castillo, DJ","2601 Rattler Rd"
"1385",200000003441,"1/17/2020  11:28:23 AM","Disturbance - Phys/Fight","No Report","Castillo, DJ","2601 Rattler Rd"
"1386",200000003442,"1/17/2020  11:36:08 AM","Assist Outside Agency","Ignore","","5159 Rose Trl"
"1387",200000003444,"1/17/2020  11:48:38 AM","Accident - Hit and Run","Report","Castillo, Daniel","1350 N IH 35"
"1388",200000003446,"1/17/2020  11:59:43 AM","Public Assist","No Report","Taylor, Michael","520 Linda Dr"
"1389",200000003447,"1/17/2020  12:06:42 PM","Trespassing/Unwanted","No Report","Sembera, Jeremy","1023 Hwy 80"
"1390",200000003453,"1/17/2020  12:18:58 PM","Accident - Minor","Report","Kennedy, Kye","3946 S IH 35"
"1391",200000003455,"1/17/2020  12:45:34 PM","Mental Health Invest","No Report","Bender, Joyce","1301 Wonder World Dr"
"1392",200000003458,"1/17/2020  12:53:15 PM","Death Investigation","Report","Kennedy, Kye","107 Blanco St"
"1393",200000003465,"1/17/2020  1:03:24 PM","Mental Health Invest","No Report","Collier, Greg","2300 S IH 35"
"1394",200000003467,"1/17/2020  1:12:22 PM","Welfare Concern","Arrest","Taylor, Michael","E Access Rd/Rebecca St"
"1395",200000003468,"1/17/2020  1:18:33 PM","Accident - Minor","Blue Form Issue","Arredondo, Danny","Centre St/Jackman St"
"1396",200000003469,"1/17/2020  1:18:38 PM","Accident - Unknown","Blue Form Issue","Taylor, Michael","Thorpe Ln/Robbie Ln"
"1397",200000003471,"1/17/2020  1:25:08 PM","Supplement","No Report","Harrison, Todd","815 Old Ranch Road 12"
"1398",200000003473,"1/17/2020  1:36:05 PM","Welfare Concern","No Report","Beller, Paul","Hwy 80/Bugg Ln"
"1399",200000003474,"1/17/2020  1:39:12 PM","Accident - Minor","Blue Form Issue","Taylor, Michael","River Ridge Pkwy/W Access Rd"
"1400",200000003475,"1/17/2020  1:44:15 PM","Supplement","No Report","Ellingson, Brian","1354 Thorpe Ln"
"1401",200000003477,"1/17/2020  1:54:00 PM","Accident - Minor","Report","Sembera, Jeremy","S LBJ Dr/Comal St"
"1402",200000003481,"1/17/2020  2:26:35 PM","Fraud","No Report","Arredondo, Danny","2300 S IH 35"
"1403",200000003482,"1/17/2020  2:30:38 PM","Assist Outside Agency","Ref Oth Agncy","","1104 Girard Ave"
"1404",200000003484,"1/17/2020  2:55:24 PM","Attempt to Locate","No Report","","Wonder World Dr/W Access Rd"
"1405",200000003486,"1/17/2020  2:59:53 PM","Accident - Minor","No Contact","Ellingson, Brian","205 W Hopkins St"
"1406",200000003493,"1/17/2020  4:11:34 PM","Accident - Minor","No Report","Anderson, Dillan","2041 S IH 35"
"1407",200000003494,"1/17/2020  4:18:18 PM","Assist Outside Agency","No Report","Crook, Daniel","2300 S IH 35"
"1408",200000003496,"1/17/2020  4:22:36 PM","Supplement","No Report","Tureaud, Benjamin","2300 S IH 35"
"1409",200000003498,"1/17/2020  4:30:43 PM","Disturbance - Verbal","No Report","Taylor, Michael","1701 Mill St"
"1410",200000003499,"1/17/2020  4:33:04 PM","Welfare Concern","No Report","Cope, John","E Access Rd/Hwy 80"
"1411",200000003500,"1/17/2020  4:37:57 PM","Burglary - Vehicle","Refer To COPR","","1651 Post Rd"
"1412",200000003501,"1/17/2020  4:46:06 PM","Accident - Hit and Run","Report","Osborne, Joseph","100 Blk Meiners"
"1413",200000003508,"1/17/2020  5:23:29 PM","Public Assist","Ref Oth Agncy","","511 W Hutchison St"
"1414",200000003511,"1/17/2020  5:39:20 PM","Loose Livestock","No Report","Dehkordi, John","1700blk Hwy 123"
"1415",200000003513,"1/17/2020  5:46:44 PM","Threat","Cancelled","","934 N IH 35"
"1416",200000003518,"1/17/2020  6:05:19 PM","Child Custody","No Report","","1105 N IH 35"
"1417",200000003519,"1/17/2020  6:23:07 PM","Attempt to Locate","No Report","","1001 E McCarty Ln"
"1418",200000003523,"1/17/2020  6:32:56 PM","Mental Health Invest","No Report","Mendoza, Celedonio","1600blk N IH 35"
"1419",200000003524,"1/17/2020  6:35:43 PM","Disturbance - Phys/Fight","No Report","Cope, John","Cape Rd/River Rd"
"1420",200000003525,"1/17/2020  6:46:58 PM","Flagged Down","No Report","Murphy, Logan","2050 S IH 35"
"1421",200000003529,"1/17/2020  6:53:08 PM","Attempt to Locate","Verbal Warning","Dehkordi, John","203 NB"
"1422",200000003530,"1/17/2020  6:55:23 PM","Suspicious Person","No Report","Osborne, Joseph","105 Windfield Path"
"1423",200000003531,"1/17/2020  6:56:56 PM","Public Intoxication","Arrest","Morenz, Darby","1004 N IH 35"
"1424",200000003533,"1/17/2020  7:12:44 PM","Public Assist","No Report","Cope, John","1404 Clarewood Dr"
"1425",200000003534,"1/17/2020  7:15:53 PM","Child Custody","No Report","Crook, Daniel","2300 S IH 35"
"1426",200000003535,"1/17/2020  7:17:08 PM","Attempt to Locate","No Report","","198 NB"
"1427",200000003540,"1/17/2020  7:41:29 PM","Accident - Minor","Report","Dehkordi, John","S LBJ Dr/MLK Dr"
"1428",200000003545,"1/17/2020  7:58:27 PM","Public Assist","No Report","Crook, Daniel","2301 Hunter Rd"
"1429",200000003547,"1/17/2020  8:00:18 PM","Discharged Firearm","No Report","Cope, John","1600blk River Rd"
"1430",200000003548,"1/17/2020  8:03:26 PM","Attempt to Locate","No Report","Mendoza, Celedonio","500blk Uhland Rd"
"1431",200000003549,"1/17/2020  8:06:10 PM","Attempt to Locate","No Report","","625 S LBJ Dr"
"1432",200000003550,"1/17/2020  8:13:50 PM","Animal Call","Unfounded","Anderson, Dillan","417 N Comanche St"
"1433",200000003554,"1/17/2020  8:19:17 PM","Suspicious Vehicle","No Report","Morenz, Darby","2951 Blanco Vista Blvd"
"1434",200000003556,"1/17/2020  8:26:45 PM","Property - Lost/Found/Imp","No Report","Tureaud, Benjamin","1700 Old Ranch Road 12"
"1435",200000003566,"1/17/2020  8:56:28 PM","Supplement","No Report","Anderson, Dillan","120 E San Antonio St"
"1436",200000003569,"1/17/2020  9:07:01 PM","Disturbance - Verbal","No Report","Dehkordi, John","1301 Wonder World Dr"
"1437",200000003573,"1/17/2020  9:20:11 PM","Supplement","No Report","Anderson, Dillan","126 S Guadalupe St"
"1438",200000003574,"1/17/2020  9:20:56 PM","Burglary - Habitation","Report","Lowrie, Hollie","401 N Fredericksburg St"
"1439",200000003575,"1/17/2020  9:22:48 PM","Discharged Firearm","No Report","Murphy, Logan","1650 River Rd"
"1440",200000003576,"1/17/2020  9:25:16 PM","Investigation","No Report","Morenz, Darby","3400BLK Hunter Rd"
"1441",200000003577,"1/17/2020  9:27:27 PM","Discharged Firearm","No Report","Osborne, Joseph","1805 Aquarena Springs Dr"
"1442",200000003579,"1/17/2020  9:33:41 PM","Public Assist","No Report","Royal, GeCorrie","2300 S IH 35"
"1443",200000003584,"1/17/2020  9:46:05 PM","Suspicious Vehicle","No Report","Tureaud, Benjamin","S Guadalupe St/Lee St"
"1444",200000003594,"1/17/2020  10:29:47 PM","Unsecured/Open Building","No Report","Bennett, Caitlyn","705 Aquarena Springs Dr"
"1445",200000003598,"1/17/2020  10:45:29 PM","Welfare Concern","Report","Murphy, Logan","1980 Aquarena Springs Dr"
"1446",200000003602,"1/17/2020  11:00:47 PM","Assist Outside Agency","No Report","Duckworth, Daniel","1307 Uhland Rd"
"1447",200000003612,"1/17/2020  11:28:36 PM","Attempt to Locate","Verbal Warning","Dehkordi, John","198 NB"
"1448",200000003614,"1/17/2020  11:33:09 PM","Fireworks","No Contact","Gonzales, Gavin","1111 Avalon Ave"
"1449",200000003615,"1/17/2020  11:37:05 PM","Pedestrian Stop","Verbal Warning","Morenz, Darby","N LBJ Dr/E Hopkins St"
"1450",200000003621,"1/17/2020  11:58:55 PM","Suspicious Vehicle","No Report","Anderson, Dillan","221 Wonder World Dr"
"1451",200000003622,"1/17/2020  11:59:08 PM","Disturbance - Noise","Verbal Warning","Murphy, Logan","301 Telluride St"
"1452",200000003623,"1/18/2020  12:03:17 AM","Disturbance - Phys/Fight","Arrest","Anderson, Dillan","1946 S IH 35"
"1453",200000003625,"1/18/2020  12:06:18 AM","Disturbance - Verbal","No Report","Dehkordi, John","1303 S IH 35"
"1454",200000003626,"1/18/2020  12:11:03 AM","Foot Patrol","No Report","Bennett, Caitlyn","339 N Guadalupe St"
"1455",200000003631,"1/18/2020  12:41:59 AM","Animal Call","No Report","Tureaud, Benjamin","604 Alabama St"
"1456",200000003632,"1/18/2020  12:42:07 AM","Suspicious Vehicle","No Report","Bennett, Caitlyn","W San Antonio St/W Hopkins St"
"1457",200000003633,"1/18/2020  12:46:39 AM","Public Intoxication","No Report","Bennett, Caitlyn","336 W Hopkins St"
"1458",200000003636,"1/18/2020  12:51:16 AM","Investigation","No Report","Morenz, Darby","100 N Guadalupe St"
"1459",200000003637,"1/18/2020  12:54:01 AM","Suspicious Circumstances","No Report","Duckworth, Daniel","700blk River Rd"
"1460",200000003638,"1/18/2020  12:57:01 AM","Investigation","No Report","Mendoza, Celedonio","123 N Edward Gary St"
"1461",200000003641,"1/18/2020  12:59:45 AM","Pedestrian Stop","No Report","Morenz, Darby","N Guadalupe St/E Hopkins St"
"1462",200000003643,"1/18/2020  1:05:41 AM","Pedestrian Stop","Verbal Warning","Morenz, Darby","N Guadalupe St/E Hopkins St"
"1463",200000003644,"1/18/2020  1:05:58 AM","Investigation","Citation Issued","Tureaud, Benjamin","131 N Guadalupe St"
"1464",200000003647,"1/18/2020  1:12:37 AM","Investigation","Citation Issued","Tureaud, Benjamin","N LBJ Dr/E Hopkins St"
"1465",200000003648,"1/18/2020  1:19:07 AM","Flagged Down","Verbal Warning","Morenz, Darby","N Guadalupe St/E Hopkins St"
"1466",200000003649,"1/18/2020  1:26:12 AM","Foot Patrol","No Report","Dehkordi, John","W San Antonio St/Guadalupe St"
"1467",200000003650,"1/18/2020  1:28:48 AM","Disturbance - Verbal","No Report","Dehkordi, John","W San Antonio St/Guadalupe St"
"1468",200000003651,"1/18/2020  1:30:44 AM","Disturbance - Phys/Fight","No Report","Bennett, Caitlyn","100 W Hopkins St"
"1469",200000003652,"1/18/2020  1:32:03 AM","Disturbance - Phys/Fight","No Report","Morenz, Darby","117 E Hopkins St"
"1470",200000003654,"1/18/2020  1:40:28 AM","Investigation","Citation Issued","Bennett, Caitlyn","111 E San Antonio St"
"1471",200000003655,"1/18/2020  1:43:57 AM","Narcotics/Information","No Contact","Gonzales, Gavin","250 S Stagecoach Trl"
"1472",200000003656,"1/18/2020  1:44:20 AM","Public Intoxication","Arrest","Morenz, Darby","N Guadalupe St/E Hopkins St"
"1473",200000003658,"1/18/2020  1:59:28 AM","Property - Lost/Found/Imp","Refer To COPR","Duckworth, Daniel","650 River Rd"
"1474",200000003659,"1/18/2020  2:15:46 AM","Investigation","No Report","Bennett, Caitlyn","126 S Guadalupe St"
"1475",200000003660,"1/18/2020  2:16:53 AM","Sexual Assault","Report","Anderson, Dillan","500blk W Hutchison St"
"1476",200000003662,"1/18/2020  2:18:22 AM","Suspicious Vehicle","No Report","Murphy, Logan","1015 Hwy 80"
"1477",200000003667,"1/18/2020  2:30:22 AM","Flagged Down","No Report","Morenz, Darby","121 W San Antonio St"
"1478",200000003670,"1/18/2020  2:53:10 AM","Wanted Person","No Report","Dehkordi, John","1307 Uhland Rd"
"1479",200000003671,"1/18/2020  2:53:44 AM","Accident - Unknown","Blue Form Issue","Gonzales, Gavin","W Access Rd/Posey Rd"
"1480",200000003672,"1/18/2020  3:04:23 AM","Disturbance - Verbal","Unfounded","Murphy, Logan","1951 Aquarena Springs Dr"
"1481",200000003673,"1/18/2020  3:20:35 AM","Suspicious Person","No Report","Gonzales, Gavin","E McCarty Ln/E Access Rd"
"1482",200000003675,"1/18/2020  3:29:07 AM","Assist Outside Agency","No Report","Osborne, Joseph","209 N IH 35"
"1483",200000003681,"1/18/2020  4:22:52 AM","Mental Health Invest","Unfounded","Royal, GeCorrie","200blk S Stagecoach Trl"
"1484",200000003682,"1/18/2020  4:24:45 AM","Suspicious Circumstances","No Report","Murphy, Logan","100 Warden Ln"
"1485",200000003685,"1/18/2020  5:25:37 AM","Suspicious Person","No Report","Duckworth, Daniel","100blk Jackson Ln"
"1486",200000003686,"1/18/2020  5:29:28 AM","Mental Health Invest","No Report","Murphy, Logan","1500blk N IH 35"
"1487",200000003688,"1/18/2020  6:16:06 AM","Assist Outside Agency","No Report","Taylor, Michael","1800 Post Rd"
"1488",200000003689,"1/18/2020  6:32:42 AM","Mental Health Invest","No Report","Arredondo, Danny","200blk S Stagecoach Trl"
"1489",200000003690,"1/18/2020  6:38:13 AM","Death Investigation","No Report","","1401 Wonder World Dr"
"1490",200000003693,"1/18/2020  7:22:27 AM","Attempt to Locate","No Report","McGee, Miranda","205 SB"
"1491",200000003695,"1/18/2020  7:33:56 AM","Mental Health Invest","No Report","Beller, Paul","1301 Wonder World Dr"
"1492",200000003696,"1/18/2020  7:54:29 AM","Burglary - Building","Report","Arredondo, Danny","625 Commercial Lp"
"1493",200000003697,"1/18/2020  8:27:19 AM","Suspicious Person","No Report","Taylor, Michael","305 Magnolia Dr"
"1494",200000003698,"1/18/2020  8:34:43 AM","Loose Livestock","No Report","Beller, Paul","E De Zavala Dr/Hwy 123"
"1495",200000003699,"1/18/2020  8:40:58 AM","Mental Health Invest","No Report","Arredondo, Danny","200blk S Stagecoach Trl"
"1496",200000003703,"1/18/2020  9:25:43 AM","Attempt to Locate","No Report","","W Hopkins St/N Endicott St"
"1497",200000003704,"1/18/2020  9:40:03 AM","Civil Matter","No Report","McGee, Miranda","921 N IH 35"
"1498",200000003707,"1/18/2020  10:02:04 AM","Viol City Ordinance","Verbal Warning","Ellingson, Brian","W Access Rd/S Guadalupe St"
"1499",200000003711,"1/18/2020  10:41:22 AM","Unsecured/Open Building","No Report","Beller, Paul","1620 Old Ranch Road 12"
"1500",200000003713,"1/18/2020  10:46:19 AM","Assault","No Report","McGee, Miranda","507 Patton St"
"1501",200000003715,"1/18/2020  11:19:09 AM","Jail/Prisoner Escape","Detention Juv","Taylor, Michael","2250 Clovis Barker Rd"
"1502",200000003716,"1/18/2020  11:36:46 AM","Attempt to Locate","No Report","","207 SB"
"1503",200000003717,"1/18/2020  11:39:36 AM","Disturbance - Verbal","No Report","Taylor, Michael","292 South Fork Rd"
"1504",200000003718,"1/18/2020  11:40:52 AM","Harassment","Refer To COPR","Arredondo, Danny","201 Telluride St"
"1505",200000003720,"1/18/2020  12:22:51 PM","Alarm - Robbery","False Alarm","Arredondo, Danny","1941 S IH 35"
"1506",200000003721,"1/18/2020  12:28:27 PM","Disturbance - Verbal","Ignore","","1601 N IH 35"
"1507",200000003722,"1/18/2020  12:30:28 PM","Disturbance - Verbal","No Report","Taylor, Michael","1601 N IH 35"
"1508",200000003724,"1/18/2020  12:39:32 PM","Supplement","No Report","Foster, Norman","2300 S IH 35"
"1509",200000003726,"1/18/2020  12:51:54 PM","Accident - Minor","No Report","Castillo, Daniel","1111 Avalon Ave"
"1510",200000003727,"1/18/2020  12:52:51 PM","Animal Call","No Report","Ortiz, Sam","2106 Hunter Rd"
"1511",200000003728,"1/18/2020  1:08:09 PM","Investigation","No Report","Mazon, Joshua","328 S Guadalupe St"
"1512",200000003730,"1/18/2020  1:15:54 PM","Trespassing/Unwanted","No Report","Castillo, Daniel","1300blk Old Martindale Rd"
"1513",200000003731,"1/18/2020  1:22:23 PM","Attempt to Locate","No Report","","202 NB"
"1514",200000003732,"1/18/2020  1:28:59 PM","Accident - Minor","Report","Ellingson, Brian","1200BLK Leah Ave"
"1515",200000003734,"1/18/2020  1:38:07 PM","Disturbance - Noise","Not Verified","Ellingson, Brian","503 Springtown Way"
"1516",200000003735,"1/18/2020  1:41:25 PM","Fraud","Arrest","Alvarado, Manuel","2300 S IH 35"
"1517",200000003736,"1/18/2020  1:46:33 PM","Information","No Report","","E Hopkins St/Thorpe Ln"
"1518",200000003739,"1/18/2020  1:59:46 PM","Accident - Minor","No Report","","105 E Hopkins St"
"1519",200000003741,"1/18/2020  2:20:54 PM","Mental Health Invest","Cancelled","McGee, Miranda","1100blk N IH 35"
"1520",200000003742,"1/18/2020  2:21:29 PM","Attempt to Locate","No Report","","210 SB"
"1521",200000003743,"1/18/2020  2:28:51 PM","Investigation","No Report","Mazon, Joshua","Patton St/RR Tracks (Railroad St Side)"
"1522",200000003744,"1/18/2020  2:29:27 PM","Suspicious Person","No Report","Taylor, Michael","1300blk Leah Ave"
"1523",200000003745,"1/18/2020  2:38:14 PM","Theft","Report","Ellingson, Brian","817 Chestnut St"
"1524",200000003747,"1/18/2020  3:09:53 PM","Investigation","No Report","Ellingson, Brian","1354 Thorpe Ln"
"1525",200000003749,"1/18/2020  3:17:33 PM","Welfare Concern","No Report","Beller, Paul","105 Bintu Dr"
"1526",200000003750,"1/18/2020  3:18:09 PM","Investigation","Citation Issued","Mazon, Joshua","Hwy 80/Blanco River"
"1527",200000003753,"1/18/2020  3:47:46 PM","Disturbance - Verbal","No Report","Taylor, Michael","1201 Thorpe Ln"
"1528",200000003754,"1/18/2020  3:51:04 PM","Animal Call","No Contact","Anderson, Dillan","1015 Hwy 80"
"1529",200000003756,"1/18/2020  4:00:11 PM","Trespassing/Unwanted","No Report","Anderson, Dillan","1404 Clarewood Dr"
"1530",200000003757,"1/18/2020  4:06:54 PM","Attempt to Locate","No Report","","206 NB"
"1531",200000003758,"1/18/2020  4:16:42 PM","Theft","Arrest","Tureaud, Benjamin","700 Barnes Dr"
"1532",200000003761,"1/18/2020  4:39:26 PM","Information","No Report","","2300 S IH 35"
"1533",200000003765,"1/18/2020  4:52:46 PM","Suspicious Vehicle","No Report","Wisener, Andrew","120 Stagecoach Trl"
"1534",200000003766,"1/18/2020  4:52:56 PM","Suicidal Person","Report","Foster, Norman","200 SB"
